source_id,source_name,author,title,description,url,urlToImage,publishedAt,content
wired,Wired,"Dell Cameron, Andrew Couts","Mysterious Hack Destroyed 600,000 Internet Routers","Plus: A whistleblower claims the Biden administration falsified a report on Gaza, “Operation Endgame” disrupts the botnet ecosystem, and more.",https://www.wired.com/story/mysterious-hack-600000-routers-destroyed/,"https://media.wired.com/photos/6659f26fe7e92474badab6b8/191:100/w_1280,c_limit/Security-Roundup-Router-Attack-GettyImages-517185157.jpg",2024-06-01T10:30:00Z,"If you have a crypto wallet containing a fortune but forgot the password, all may not be lost. This week, a pair of researchers revealed how they cracked an 11-year-old password to a crypto wallet co… [+5576 chars]"
wired,Wired,Samanth Subramanian,How to Lead an Army of Digital Sleuths in the Age of AI,"Eliot Higgins and his 28,000 forensic foot soldiers at Bellingcat have kept a miraculous nose for truth—and a sharp sense of its limits—in Gaza, Ukraine, and everywhere else atrocities hide online.",https://www.wired.com/story/how-to-lead-army-of-digital-sleuths-age-of-ai/,"https://media.wired.com/photos/66609b9f51e70775068bb362/191:100/w_1280,c_limit/Eliot%20higgins_Portraits%20Selection_The%20Big%20Interview_Wired_@michaelfungphotography-3.jpeg",2024-06-06T07:00:00Z,"So how do we even begin to fix this?
Social media companies need to have the responsibilitylike, legislativelyto have AI detection and flagging as part of the posting process. Not just as something … [+3512 chars]"
wired,Wired,Angela Watercutter,The Limits of the AI-Generated 'Eyes on Rafah' Image,"The “All Eyes on Rafah” image went viral on social media this week, with over 47 million shares on Instagram alone. It's bringing up tough questions about the power of the visuals of war and AI.",https://www.wired.com/story/the-limits-of-the-ai-generated-eyes-on-rafah-image/,"https://media.wired.com/photos/6658f42e98d18af46b82cd65/191:100/w_1280,c_limit/Rafah-Viral-AI-Image-Culture-2154341860.jpg",2024-05-31T11:00:00Z,"As All eyes on Rafah circulated, Shayan Sardarizadeh, a journalist with BBC Verify, posted on X that it has now become the most viral AI-generated image Ive ever seen. Ironic, then, that all those ey… [+3451 chars]"
wired,Wired,Dhruv Mehrotra,Inside the City Policed by Machines,A WIRED analysis of 22 million coordinates mapped out how police drones are used in a California border city. Some residents welcome the robots; others feel they now live in a surveillance dystopia.,https://www.wired.com/story/inside-the-city-policed-by-machines/,"https://media.wired.com/photos/6660c97a6dded1a91f523ce3/191:100/w_1280,c_limit/politics_lab_chula_vista_police_drones.jpg",2024-06-06T10:00:00Z,"During the pandemic, these drones even broadcast messages while flying low over homeless encampments. Unhoused residents say they felt like they were living in a surveillance dystopia.
The drones ar… [+2868 chars]"
,BBC News,,Israeli activists battle over Gaza-bound aid convoys,"Israeli protesters have tried to block border crossings, or even attacked aid convoys bound for Gaza.",https://www.bbc.com/news/articles/cz9950n003yo,https://ichef.bbci.co.uk/news/1024/branded_news/0dbf/live/b207b800-19b5-11ef-baa7-25d483663b8e.jpg,2024-05-25T05:09:01Z,"Paul Adams,Diplomatic correspondent
Watch: Israeli protesters stamp on aid packages destined for Gaza
The war in Gaza is being fought on many fronts.
One of them is aid.
Months after some Israeli… [+5397 chars]"
,BBC News,,Israeli war cabinet minister Benny Gantz quits emergency government,The decision lays bare the deep political divisions in Israel over the war in Gaza,https://www.bbc.com/news/articles/clkkdymdwlvo,https://ichef.bbci.co.uk/news/1024/branded_news/149a/live/40d1a1b0-2689-11ef-a13a-0b8c563da930.jpg,2024-06-09T18:03:04Z,"Israeli war cabinet minister Benny Gantz has quit the emergency government in a row over Prime Minister Benjamin Netanyahu's post-conflict plans for Gaza.
Speaking during a news conference on Sunday… [+608 chars]"
,BBC News,,How Gaza hostage raid ended with Israel striking crowded streets,"Air strikes were called in after special forces became trapped, killing scores of Palestinians.",https://www.bbc.com/news/articles/cv22xvp90nlo,https://ichef.bbci.co.uk/news/1024/branded_news/a185/live/b49f5480-2737-11ef-baa7-25d483663b8e.jpg,2024-06-10T16:24:32Z,"By Jon Donnison, BBC News
Grief in Gaza as scores killed in IDF hostage raid
Two days after Israel's operation to free four of its citizens from central Gaza, more details are emerging of how Satur… [+6489 chars]"
,BBC News,,Hamas seeks commitment to permanent ceasefire in Gaza proposal response,The group told the BBC that it still required a commitment to a permanent ceasefire.,https://www.bbc.com/news/articles/cv225l8l7jzo,https://ichef.bbci.co.uk/news/1024/branded_news/1a2d/live/537ff930-6139-11ee-b101-6f93d6dfbcc2.png,2024-06-11T19:10:56Z,"Hamas says it has submitted its response to a proposed Gaza ceasefire to mediators, with a senior group official telling the BBC that it still requires an Israeli commitment to a permanent ceasefire.… [+1561 chars]"
,BBC News,,US Gaza pier knocked out of action by heavy seas,It is unclear when the US military's floating pier off Gaza's coast will resume operations.,https://www.bbc.com/news/articles/c033m529ry0o,https://ichef.bbci.co.uk/news/1024/branded_news/d592/live/3380bee0-1d1c-11ef-a282-67873d6b8eca.jpg,2024-05-28T18:24:09Z,"Bernd Debusmann Jr,BBC News, White House
A temporary pier built by the US military to deliver aid to Gaza has been damaged by heavy seas and will take at least a week to be repaired, according to US… [+2696 chars]"
,BBC News,,ICRC says 22 killed in strike near its Gaza office,"The International Committee of the Red Cross said the ""grave security incident"" was the latest of several.",https://www.bbc.com/news/articles/cmjj6ej3ne1o,https://ichef.bbci.co.uk/news/1024/branded_news/2b6f/live/c09d9480-3034-11ef-be83-3f21094da991.jpg,2024-06-22T01:33:46Z,"The International Committee of the Red Cross says its offices in Gaza have been damaged by shelling, which killed 22 people who had sought shelter around its compound. 
""Heavy-calibre projectiles la… [+2331 chars]"
